     湛江 北海 凭祥 澳门 香港 深圳 南宁 肇庆 广州 汕头 个旧 畹町 柳州 厦门 韶关  昆明    龙岩 桂林 大理 郴州 赣州 福州  都匀    三明 攀枝花 六盘水 贵阳 衡阳 怀化 萍乡 遵义 西昌 温州 长沙 鹰潭 椒江 南昌 宜宾 常德 金华 日喀则 景德镇 岳阳 重庆 拉萨  九江    黄山 宁波 黄石 杭州 沙市 安庆 武汉  成都    宜昌 上海 芜湖 绵阳 无锡 合肥 襄樊 南京 信阳 扬州 十堰  蚌埠    南阳 汉中 徐州 西安 宝鸡 天水 连云港 洛阳 郑州 开封 运城 济宁 兰州  青岛    临汾 安阳 长治 格尔木  延安     西宁 邯郸 济南 潍坊 和田 荣成 德令哈 烟台 太原 青铜峡  石家庄    榆林 银川 保定 大连 张掖 天津 喀什 唐山 北京 秦皇岛 丹东 大同   敦煌    玉门 包头 营口 张家口 呼和浩特 承德  锦州    鞍山 阿克苏 沈阳  通化    哈密 图们 四平 二连浩特  乌鲁木齐    长春 锡林浩特 牡丹江 鸡西 白城 哈尔滨 塔城 佳木斯 齐齐哈尔 同江 阿勒泰 海拉尔 满洲里  黑河   
武汉 1108.5064 1137.1651 1206.0669 936.0397 919.7296 895.4917 1045.2683 858.0647 835.9405 838.8636 1364.3948 1757.5754 845.6111 775.2774 646.4251 1293.0312 669.5037 718.3443 1486.6172 550.6897 532.9047 701.3554 819.1308 581.7517 1305.8548 1025.5601 867.1276 444.6594 536.0194 333.0235 782.9329 1205.5352 684.5752 293.6399 372.9494 722.2625 260.4666 955.1921 304.9877 542.6361 2448.0267 313.9574 177.2266 754.3708 2229.2619 190.516 400.2964 707.8775 83.1796 567.9238 198.0226 264.3629 0.0 978.6575 288.1922 687.6456 402.7282 921.5804 581.2232 310.4201 260.4506 457.6033 174.6167 524.192 401.6148 390.4729 314.9716 740.8076 490.1727 653.1016 783.5229 916.9135 641.1556 480.4557 466.954 468.1605 581.5593 576.9204 1146.2809 830.5505 663.811 612.7788 633.3708 1905.0559 802.023 1337.793 672.0257 722.6043 815.5147 3238.1089 1051.3364 1730.9513 1008.1955 825.332 1118.2859 828.677 952.5732 1147.0834 926.8079 1140.1642 1565.7702 981.4105 3595.8859 1065.1183 1052.7769 1145.1104 1386.808 1059.1745 2066.6017 1893.3993 1189.6996 1329.5902 1133.2795 1162.6821 1198.1219 1319.8799 1406.1336 3259.5962 1482.5982 1617.5433 2287.8017 1945.9435 1657.3206 1465.8936 2764.6091 1761.9341 1491.7628 2050.934 2184.8977 1828.2029 1995.5601 3225.9364 2267.0797 2037.141 2449.5543 2934.5455 2120.5401 2129.6538 2447.928
 成都    1217.3355 1137.2505 989.0476 1330.0705 1365.6425 1340.4131 969.5308 1185.3642 1235.9412 1488.2724 815.6473 940.8979 879.1662 1541.2583 1140.1006 653.8446 1414.9431 850.8677 676.9511 1029.9288 1190.4548 1573.3123 593.2734 1412.4344 507.3678 457.5291 510.1118 927.6501 670.0833 1008.3909 427.187 353.5721 1637.676 899.8419 1285.7002 1691.1394 1159.5101 218.3381 757.5265 1511.3169 1469.3696 1271.5914 883.9196 267.5938 1250.6152 1151.0172 1374.648 1686.3465 1052.6683 1546.5557 785.6195 1242.8588 978.6575 0.0 690.4653 1659.1277 1370.0151 108.1257 1548.24 1257.252 779.2542 1406.4328 965.1972 1465.6685 673.9599 1283.1788 840.3576 387.324 1300.3748 613.8516 508.438 463.8357 1483.5703 899.9222 1002.5986 1062.5693 810.5867 1280.3251 602.0138 1627.703 918.4786 1132.8639 1041.4703 1061.2454 829.2337 696.8393 1174.2952 1378.1979 1547.9824 2334.8152 1844.0002 969.4428 1767.5001 1117.9262 840.0153 1261.0529 995.4664 893.8921 1382.968 1841.9317 978.0575 1519.0261 2723.8029 1622.453 1518.0953 1743.2703 2106.8997 1340.0448 1355.1953 1245.2991 1228.4252 1977.7166 1487.8233 1327.0241 1693.4643 1921.0722 2056.4703 2431.2593 2122.2366 2307.1039 1644.5191 2655.9553 2267.7211 1602.6558 2057.8984 2372.0512 1815.5469 2712.8146 2844.112 2326.6729 2569.9171 2544.7276 2876.5373 2513.4734 3066.4583 2343.6251 2447.8254 2383.7434 2923.1954
宜昌 1051.6222 1046.7651 1056.703 970.2349 973.7521 947.0912 921.8098 857.4516 863.0257 974.98 1145.0744 1497.25 730.6047 961.8476 692.197 1052.1485 840.9914 615.4197 1222.9272 572.4486 647.3306 936.6085 615.0956 792.1519 1039.2969 777.7819 639.0338 440.5823 368.874 422.8545 536.0347 929.1147 959.935 316.7772 621.2613 1005.6114 494.7874 677.342 188.7816 825.4483 2159.8347 588.8192 230.7682 472.8572 1941.0722 465.5638 685.9428 995.9737 363.5955 856.1033 102.0951 552.4503 288.1922 690.4653 0.0 972.2595 684.2541 635.3713 863.305 578.3996 166.6092 728.9351 311.3655 792.2182 220.6597 627.4093 281.3062 482.2331 684.7368 461.806 557.3351 676.7005 860.0359 450.3039 501.3036 537.2033 483.3232 720.5333 914.0537 1033.7946 600.8686 666.7917 635.7743 1641.3901 676.8802 1098.8946 725.6743 854.2121 988.3641 2967.5003 1258.3238 1480.8286 1199.747 806.753 944.653 868.9652 856.9489 982.8832 985.8318 1311.1252 1346.8669 1077.8523 3333.4859 1174.1141 1124.123 1274.0481 1570.8155 1059.8776 1832.3079 1670.106 1116.3428 1484.1201 1166.7687 1129.4559 1288.7261 1455.8761 1563.3777 3006.9709 1637.4481 1793.791 2072.1632 2134.0506 1804.773 1441.2365 2538.7492 1911.1684 1531.5654 2222.8542 2357.3138 1938.7057 2135.7029 3009.5637 2422.9481 2143.807 2609.8278 2738.9149 2178.4748 2163.8124 2560.1573
上海 1564.7227 1637.7972 1776.7558 1275.2748 1226.7557 1213.2481 1597.3945 1272.6497 1211.9032 995.6232 2006.1503 2433.1657 1409.8489 820.7361 1051.2774 1956.1527 811.9345 1288.3428 2165.9567 1025.1451 876.4523 611.5822 1466.6249 666.8659 1987.8088 1697.9111 1529.7474 990.0901 1182.6411 838.9843 1459.0535 1892.2931 367.9001 888.3417 538.004 284.6912 610.2484 1642.5507 970.5855 296.2727 3125.9802 466.1281 827.0893 1441.9613 2907.1505 550.7634 343.7517 153.0222 625.2024 162.4133 885.6549 427.9883 687.6456 1659.1277 972.2595 0.0 289.1822 1593.1618 113.8805 407.2 889.3362 269.0768 705.6162 233.5197 1018.5025 427.8747 864.2082 1374.6256 513.207 1220.4243 1373.6379 1514.2128 429.5629 921.9886 829.8703 776.431 1061.0407 649.1833 1716.1003 547.5799 1066.9508 849.6405 949.101 2510.0387 1254.6507 1908.9765 876.6746 723.8834 645.4853 3847.4015 667.153 2310.2305 692.7896 1100.1863 1594.9528 988.7784 1326.6016 1604.8176 1009.9221 854.1244 2089.2265 956.0553 4179.906 980.3017 1066.7569 983.149 1009.4579 1228.9839 2603.5533 2412.3748 1479.2483 1052.0176 1213.9307 1378.6657 1125.6817 1097.9832 1107.0599 3820.4204 1178.6702 1233.6388 2778.3043 1499.9474 1351.7928 1613.3245 3267.196 1440.1631 1488.8444 1643.1511 1767.8907 1604.5708 1678.0421 3698.0893 1889.7856 1804.6853 2051.6307 3363.8095 2004.657 2071.1215 2174.003
芜湖 1378.5705 1435.3603 1547.7636 1126.974 1089.1875 1070.8747 1374.0349 1095.156 1046.8884 906.2023 1747.7108 2157.6986 1179.1623 764.6848 867.7497 1687.2135 711.8596 1053.386 1887.9656 815.3513 702.428 593.2368 1203.4663 571.2212 1707.9447 1423.7025 1260.0655 754.7641 917.6817 606.2824 1182.4038 1608.1205 433.2243 633.1623 367.8083 415.6811 386.4814 1357.4687 696.2563 278.3167 2836.8527 260.5698 554.542 1155.4592 2618.0168 295.6784 181.4637 347.3553 348.1998 209.446 600.3149 159.3368 402.7282 1370.0151 684.2541 289.1822 0.0 1304.1749 179.0805 125.1129 601.5324 86.3649 419.8913 148.1205 733.385 200.1745 584.434 1089.8632 335.7114 946.4084 1096.8672 1237.107 368.8389 665.6516 586.3306 542.6343 802.3025 482.6979 1446.7527 554.964 828.0207 646.8496 728.9674 2235.0736 1008.832 1640.5068 687.8577 601.5952 599.8197 3573.1704 746.8546 2041.4174 733.6454 902.4674 1349.1925 825.5466 1105.7383 1364.6795 878.6482 888.8672 1834.8679 867.8974 3913.261 921.0278 968.0668 961.0291 1100.3255 1075.1099 2347.7777 2161.1413 1290.4132 1091.2826 1094.517 1213.1236 1068.3659 1110.7738 1159.3801 3560.3295 1235.691 1333.8144 2537.5252 1637.49 1414.01 1480.2176 3024.2483 1512.3897 1413.843 1762.3558 1893.2231 1631.9331 1752.1136 3466.3307 1996.1814 1839.5826 2169.8562 3145.6024 1989.091 2031.3226 2232.9674
绵阳 1266.9898 1195.2214 1063.4282 1353.5994 1384.6749 1358.7778 1028.6426 1210.8043 1255.538 1487.7162 914.2057 1048.039 920.7456 1527.3771 1145.2511 755.4942 1401.0731 878.1607 784.997 1030.3621 1179.7176 1544.6741 641.9108 1387.4165 615.1675 542.8604 568.4838 919.443 672.9422 985.3965 469.3211 461.6406 1592.9656 874.0029 1246.1497 1640.944 1119.0828 302.4933 726.6873 1460.7779 1533.1555 1223.2353 843.3562 277.8457 1314.417 1100.6136 1321.051 1628.5575 998.8422 1487.4074 734.5961 1184.0281 921.5804 108.1257 635.3713 1593.1618 1304.1749 0.0 1481.0189 1188.0582 706.0232 1335.6401 892.1598 1392.8184 590.9793 1206.1119 757.3187 282.9428 1215.0929 509.8458 400.452 359.419 1398.0382 804.1968 908.6279 969.6243 709.1461 1187.8223 516.4218 1536.6142 814.2346 1033.8467 939.8281 1053.1206 721.3277 631.8668 1073.5871 1281.1961 1453.2146 2352.0752 1750.7419 938.1806 1672.4292 1011.4307 739.4904 1156.523 887.4524 793.2692 1277.9375 1742.8951 913.9896 1415.366 2732.5233 1518.7133 1412.3626 1640.2188 2007.453 1232.1579 1319.6307 1196.637 1121.7233 1875.4167 1380.2448 1219.0681 1587.5727 1817.2418 1953.9261 2427.9629 2019.0196 2205.3629 1600.2416 2554.229 2163.034 1495.9104 2027.77 2267.0996 1707.4214 2608.9086 2739.875 2219.3232 2463.6346 2512.7593 2770.6969 2405.6826 2960.5879 2296.7425 2340.0124 2276.7881 2815.1973
无锡 1506.3602 1572.6428 1700.0766 1231.4832 1187.0465 1171.5146 1522.9572 1216.86 1160.9474 973.3158 1915.6101 2333.4634 1331.7359 809.3654 991.7707 1860.0537 783.1156 1208.0161 2064.6562 954.6293 819.3078 610.6885 1373.2485 636.9824 1885.2827 1598.742 1433.0063 908.5534 1087.9916 757.6891 1358.3499 1786.7583 391.0226 797.5901 475.9804 331.8984 529.9867 1536.2884 870.7528 275.386 3014.0755 388.686 727.8984 1334.4944 2795.2775 457.5119 272.554 220.3412 523.1273 138.2201 779.0529 327.615 581.2232 1548.24 863.305 113.8805 179.0805 1481.0189 0.0 293.8353 776.4198 156.1857 592.2006 131.2592 904.8498 317.4305 750.3313 1260.8767 414.2129 1106.9798 1259.9821 1400.5519 360.4456 810.7192 720.601 668.7947 949.6045 555.9038 1603.3974 509.3452 959.3461 749.4242 845.3003 2396.6989 1145.959 1796.4588 780.2148 644.5519 590.0375 3734.2305 662.5313 2197.7407 672.032 1002.6901 1486.6842 900.2395 1223.8405 1497.833 931.1875 833.501 1979.4103 890.863 4067.9868 925.3777 999.04 941.8291 1014.1497 1144.6594 2493.6077 2303.364 1385.4957 1035.3826 1140.3907 1291.4378 1072.7625 1071.1578 1096.2289 3709.7668 1170.3041 1243.9248 2671.8912 1527.9244 1346.6082 1537.0332 3160.3937 1439.5719 1431.7623 1663.4374 1791.2188 1586.383 1679.1394 3594.2735 1905.179 1790.1925 2072.4947 3263.5998 1971.0726 2028.6211 2170.1707
合肥 1356.8314 1403.0242 1496.8189 1130.2511 1098.8384 1078.3647 1328.423 1082.5491 1042.4421 943.4326 1673.1698 2066.2814 1130.3446 820.554 856.5271 1603.4494 750.8922 1002.9964 1794.2761 788.3057 702.7146 670.3392 1127.6519 619.5636 1612.4146 1335.526 1177.463 710.1249 842.9272 569.1686 1092.5826 1506.9409 541.4676 574.3178 396.1777 534.9434 373.1386 1255.3623 614.2207 382.9288 2721.2132 283.605 478.3359 1051.2561 2502.4703 262.4192 256.474 472.3688 275.7025 333.3015 502.2427 144.3592 310.4201 1257.252 578.3996 407.2 125.1129 1188.0582 293.8353 0.0 482.7594 150.5379 298.418 214.9029 611.4544 123.2415 459.993 967.7735 265.8131 821.3759 972.1442 1112.4699 360.3213 542.7341 467.6621 428.2624 678.5038 403.5866 1321.6403 554.7082 708.8643 543.1918 616.9116 2110.2902 887.1948 1515.3977 589.2213 537.1997 571.9325 3448.373 765.4278 1916.3048 736.2757 796.6156 1226.9394 734.6807 990.4908 1243.5879 800.1916 882.5171 1710.8329 808.4415 3788.1501 872.6935 901.5315 927.7577 1112.5778 984.0109 2223.4324 2037.4165 1184.5484 1081.3478 1016.9969 1116.1237 1017.3617 1088.9765 1153.671 3435.4796 1230.611 1346.0595 2415.3491 1663.0656 1408.4915 1393.2351 2901.5405 1510.0295 1350.3273 1778.4923 1911.173 1608.8553 1748.1773 3345.5293 2004.8191 1817.9115 2182.8486 3027.8651 1945.1203 1977.2071 2219.1473
襄樊 1206.9859 1208.0745 1223.2435 1099.8689 1096.3861 1070.3245 1086.6728 996.9298 993.8223 1062.2159 1304.0889 1635.2411 893.7047 1020.8769 813.6017 1204.0021 907.8286 775.7622 1359.5316 699.2785 739.558 960.5184 779.8287 834.148 1174.6147 928.525 798.8056 571.016 534.4074 516.2086 690.4471 1054.101 938.9905 427.6733 632.7105 968.036 515.6156 803.6578 333.8137 791.0704 2238.9574 571.9105 310.1047 597.6851 2020.2955 450.0478 645.8804 936.7804 343.2065 794.3277 189.5118 497.4803 260.4506 779.2542 166.6092 889.3362 601.5324 706.0232 776.4198 482.7594 0.0 629.6373 186.2666 687.1421 141.9161 504.6362 115.5624 492.3563 539.2068 393.3246 523.8783 658.9353 719.7412 291.8516 335.0071 370.9011 351.2339 560.1621 886.3102 884.4602 457.0554 500.549 474.9367 1652.1261 563.6348 1078.3243 559.708 690.4598 830.7103 2988.013 1108.2377 1473.1308 1045.1803 652.8178 865.1446 704.9044 731.0256 896.9389 820.4958 1150.9868 1305.5434 911.2462 3340.8767 1007.6557 958.2752 1108.4481 1412.4998 903.6217 1806.2684 1633.0575 983.2335 1320.7028 1005.0326 982.4668 1122.2486 1290.521 1400.155 3001.4085 1473.7595 1633.2271 2028.175 1975.3589 1639.9955 1293.3621 2504.2862 1746.4544 1369.9937 2060.8223 2195.2145 1772.0972 1970.0268 2966.4967 2258.5066 1977.2486 2445.7735 2678.7443 2015.4006 2004.257 2393.5659
南京 1462.609 1517.4798 1624.974 1213.2406 1175.5524 1157.2257 1452.768 1180.2515 1132.7201 990.7233 1815.2683 2215.0158 1256.7469 845.7651 952.8117 1749.5466 796.4589 1130.3171 1943.5329 897.8899 788.3501 667.8661 1270.0167 654.7173 1762.0374 1483.0847 1322.8765 832.8917 984.4254 685.982 1240.5361 1657.3609 488.1327 706.1387 454.1028 454.1256 469.8776 1405.8266 758.6268 341.224 2868.5709 346.7825 619.5458 1201.7904 2649.9258 373.7228 263.8878 363.5126 413.3319 241.8939 651.7596 237.2344 457.6033 1406.4328 728.9351 269.0768 86.3649 1335.6401 156.1857 150.5379 629.6373 0.0 443.7421 68.1142 754.0703 163.205 596.8081 1109.1119 277.8292 951.3967 1104.8294 1245.4041 285.1344 654.8316 566.1861 516.1074 793.617 424.8706 1447.2637 469.0497 806.1291 605.4931 696.3855 2240.9655 991.6397 1640.2894 641.1116 533.1795 518.1412 3578.3387 660.8654 2041.5694 647.3712 860.8326 1332.5398 770.95 1075.1742 1344.7413 815.2964 802.9797 1824.1008 794.988 3911.8185 843.6437 897.8526 879.2087 1014.1464 1019.1516 2338.1839 2148.5202 1246.8982 1005.5413 1029.5215 1161.3344 991.4159 1026.4531 1073.3004 3553.9606 1149.5522 1247.6948 2518.9275 1552.7673 1327.8503 1419.9851 3007.0507 1426.0932 1340.9446 1676.5995 1807.6575 1547.4139 1665.8425 3443.3785 1909.977 1754.7773 2083.9162 3116.1699 1908.7199 1954.0423 2147.2118
信阳 1265.0488 1284.4649 1331.8434 1107.7887 1093.142 1068.6533 1180.4716 1024.5577 1006.3546 1011.1091 1451.6947 1807.2136 981.8258 938.2785 817.6215 1362.9985 837.539 856.7863 1532.3057 717.1917 707.5196 844.2944 913.7208 739.9479 1348.0625 1088.9924 946.2778 603.1059 644.0414 504.2314 846.7522 1232.6684 786.2403 449.6966 518.7216 803.8271 421.5317 981.1523 415.5576 632.0438 2424.8836 435.661 323.5269 775.0307 2206.2704 326.8087 487.1146 761.3257 234.9234 619.157 268.5877 334.6744 174.6167 965.1972 311.3655 705.6162 419.8913 892.1598 592.2006 298.418 186.2666 443.7421 0.0 500.8763 313.4981 320.9891 173.4836 669.9784 374.9594 537.2146 682.5622 821.7815 548.6771 314.0424 292.3935 295.3902 428.8625 429.8567 1039.2016 724.5608 497.8792 440.1135 459.1149 1819.6745 649.4613 1232.9494 499.8904 572.3627 687.7932 3157.439 949.0497 1632.0583 894.0307 651.3243 977.7101 656.0899 788.6412 1002.0422 757.4666 1013.2315 1443.8891 821.1975 3503.4169 909.4639 886.6139 997.3989 1268.7738 884.6694 1952.0853 1771.9942 1019.5566 1194.4588 961.2127 988.6126 1037.541 1175.9974 1272.6685 3157.049 1348.1575 1495.2464 2159.5921 1831.6245 1519.7611 1291.3054 2641.3969 1625.4818 1321.4992 1926.8994 2061.3346 1676.026 1855.4089 3095.5848 2134.7867 1884.0975 2319.7344 2793.5982 1954.6149 1959.5956 2297.4528
扬州 1526.6756 1583.1598 1692.5595 1272.3393 1233.0927 1215.3726 1519.9584 1242.8936 1193.7524 1040.3363 1883.1827 2281.0558 1324.2256 888.9983 1015.5374 1816.7403 846.6186 1197.9238 2009.1657 963.2524 849.2188 702.8762 1337.8726 702.896 1827.3101 1549.7435 1390.2224 900.1785 1052.3386 752.7402 1306.9965 1721.2019 504.739 774.1777 511.2004 457.0598 534.5334 1469.5052 826.0953 368.7916 2924.9609 407.0529 687.4023 1264.9456 2706.4735 440.8011 313.9123 351.2756 481.3229 249.8095 717.1398 304.0706 524.192 1465.6685 792.2182 233.5197 148.1205 1392.8184 131.2592 214.9029 687.1421 68.1142 500.8763 0.0 807.6331 198.0883 647.2141 1160.8234 283.0962 995.7692 1150.4233 1290.8416 246.3866 691.1632 597.0789 543.0132 830.2911 424.838 1487.5986 418.8197 833.4738 618.8103 716.2544 2283.6888 1021.3996 1679.8465 648.9935 518.0557 480.9365 3619.9569 601.297 2080.8832 593.6332 871.6072 1361.5436 769.7301 1094.3371 1371.3013 803.9563 751.7222 1856.3807 771.2165 3949.1028 812.6419 877.3437 839.7461 955.3335 1015.0543 2370.741 2179.1246 1254.2394 954.688 1015.1337 1160.9958 960.5897 980.5565 1020.5341 3588.0652 1096.3117 1188.4337 2544.8611 1489.7078 1274.3311 1409.9936 3033.7091 1371.2577 1315.3794 1615.7878 1746.2873 1500.3694 1611.2003 3465.4684 1851.0859 1706.7541 2023.6962 3133.2774 1870.6155 1921.1652 2095.6073
十堰 1264.0006 1250.9501 1237.4707 1190.7998 1193.4979 1166.9146 1116.6902 1077.6925 1083.6224 1181.8989 1273.9438 1565.714 932.6066 1151.7872 911.3391 1159.0547 1035.7017 823.8476 1290.0355 792.3665 855.5942 1099.6335 776.173 969.2728 1105.2225 885.1999 777.3904 660.7356 567.9136 629.9921 659.6341 974.4637 1080.714 530.5304 772.6694 1108.3315 653.4602 729.9279 409.4408 932.0748 2118.7022 713.7898 426.0599 529.3643 1900.537 591.6737 786.7127 1073.2182 484.6216 930.7919 292.7921 637.2149 401.6148 673.9599 220.6597 1018.5025 733.385 590.9793 904.8498 611.4544 141.9161 754.0703 313.4981 807.6331 0.0 616.8994 166.5691 356.4803 626.4449 256.7327 382.0601 517.1282 809.6398 268.8987 351.6177 404.4757 267.5881 616.5629 744.6873 958.5254 390.3897 507.344 450.4012 1511.5293 456.3737 936.4881 561.1016 730.5677 888.5339 2848.1356 1178.4775 1331.2678 1107.3875 603.9432 736.3868 689.1822 636.6679 771.4557 811.1009 1198.1547 1166.0064 920.7114 3199.4789 1021.5913 951.6394 1131.5337 1462.938 858.0646 1665.0586 1493.0975 897.0311 1354.7194 975.5587 916.8658 1122.7015 1314.0736 1434.5241 2859.4985 1505.6387 1676.0583 1889.6734 2022.344 1665.4305 1228.4204 2364.3037 1771.8309 1337.9787 2097.1632 2230.9452 1774.8231 1988.1099 2828.1449 2283.8757 1976.1459 2472.7202 2544.6636 1987.5239 1964.0599 2393.0432
 蚌埠    1469.5448 1511.0111 1594.045 1250.7361 1220.4724 1199.6832 1429.5334 1199.1292 1161.3761 1066.4664 1751.1518 2124.5409 1230.3559 941.0149 974.2227 1672.2354 873.6733 1102.7506 1850.3365 901.0836 823.5841 783.7932 1206.9958 740.9975 1666.6275 1400.4775 1249.6497 815.5257 925.7482 679.7925 1157.1649 1553.2635 633.318 673.264 519.1039 610.6278 493.6043 1301.5938 693.6374 478.236 2735.5867 406.3785 566.5563 1095.5984 2517.4361 380.5877 367.1052 526.2331 375.5644 399.3551 565.7832 267.5983 390.4729 1283.1788 627.4093 427.8747 200.1745 1206.1119 317.4305 123.2415 504.6362 163.205 320.9891 198.0883 616.8994 0.0 453.5092 966.9292 143.8119 797.9029 952.7973 1093.1289 252.0296 494.1569 403.2859 352.9503 633.2482 286.5059 1289.703 444.6829 642.9316 447.8457 534.6254 2085.6022 828.7338 1482.1249 487.7597 415.5144 451.3458 3421.957 662.3061 1883.254 625.1573 703.6685 1169.5745 626.1451 913.1541 1181.5482 684.0603 766.6615 1662.0047 686.3273 3752.2123 749.5075 781.1117 805.2082 1003.4804 875.8595 2176.2326 1985.9669 1091.2371 963.5589 900.7211 1013.011 894.3802 968.0908 1037.0555 3392.6831 1114.0155 1236.0973 2355.7359 1559.0244 1291.3975 1282.4232 2843.9045 1393.816 1229.5121 1669.3664 1802.6956 1487.225 1631.1262 3280.3422 1892.0573 1696.4126 2071.7331 2954.2433 1821.9237 1854.846 2099.0445
南阳 1320.751 1323.3326 1337.8779 1203.9667 1197.4109 1171.721 1202.2003 1105.367 1098.7765 1146.2613 1409.3568 1723.3655 1009.2313 1090.1243 915.5563 1303.669 982.6739 890.9602 1447.4258 804.2195 829.3699 1009.9941 891.0986 896.3753 1262.335 1028.28 905.7232 678.3418 649.7697 610.6327 793.9706 1135.4059 959.6851 530.7712 682.0198 976.4941 575.0657 888.0736 447.4021 805.4637 2282.8955 605.6963 407.6762 684.2713 2064.9809 491.4859 660.5948 929.6984 390.8359 788.2182 299.1143 508.1325 314.9716 840.3576 281.3062 864.2082 584.434 757.3187 750.3313 459.993 115.5624 596.8081 173.4836 647.2141 166.5691 453.5092 0.0 513.7151 460.343 364.5719 512.6259 652.7197 643.4898 181.4096 220.0706 259.8091 266.6234 460.2024 866.6607 796.1913 356.9171 385.5 361.0178 1650.8183 487.1031 1060.5126 444.4009 583.998 732.6301 2988.9035 1017.8395 1460.2497 949.9376 542.6677 808.1574 589.4279 640.946 834.6668 704.9711 1048.5664 1270.5604 797.496 3332.0259 894.8246 842.9168 997.797 1311.8626 791.4066 1778.6081 1598.6933 885.7594 1213.5386 890.1499 875.6728 1007.5614 1180.2265 1293.1981 2984.208 1366.064 1529.5773 1987.1902 1873.6465 1530.5238 1185.3708 2468.3698 1637.0397 1255.0789 1955.0308 2089.275 1658.0396 1858.8791 2923.753 2149.3494 1862.7779 2337.1359 2625.0084 1900.0237 1889.9621 2279.2607
汉中 1352.8875 1305.3333 1221.2428 1367.9669 1386.3068 1359.4265 1147.4696 1234.9555 1262.7889 1435.2347 1143.8154 1327.2927 999.8249 1439.3333 1119.0417 997.7502 1316.2594 923.6949 1060.1288 997.3179 1110.4545 1418.3725 758.8202 1274.1008 884.1284 750.8552 714.9035 870.3219 675.1014 892.9648 593.8802 734.5595 1425.3758 780.9989 1099.3006 1459.1794 974.2083 531.3052 632.7851 1281.0563 1773.507 1054.3746 712.4068 392.8622 1556.5011 930.2762 1136.499 1428.7182 823.3477 1286.2462 582.9966 989.5387 740.8076 387.324 482.2331 1374.6256 1089.8632 282.9428 1260.8767 967.7735 492.3563 1109.1119 669.9784 1160.8234 356.4803 966.9292 513.7151 0.0 957.8631 226.9121 144.8864 205.8999 1138.9426 530.2099 636.9575 699.3606 427.3208 916.9865 442.5271 1266.8193 531.4175 753.876 657.5448 1164.5464 451.6734 619.922 791.8826 1003.2043 1177.9243 2497.6109 1477.0688 998.6293 1396.3297 731.6403 556.9706 873.8743 630.2407 606.9048 995.6531 1462.1746 879.247 1132.4444 2856.1615 1235.8064 1130.8896 1357.2851 1726.2678 959.7042 1352.6745 1196.5313 880.3776 1592.6118 1104.735 960.4485 1306.3288 1534.3598 1671.0576 2525.5118 1736.0768 1922.7238 1601.5299 2271.5734 1880.5133 1250.9342 2061.3028 1984.7655 1440.6784 2326.0583 2457.1353 1942.0105 2183.0209 2535.9863 2489.3241 2131.0824 2679.2549 2279.9229 2080.6819 2027.0447 2542.7691
徐州 1590.8186 1625.5942 1694.2056 1384.5764 1356.5909 1335.1762 1535.3014 1326.6813 1292.6807 1209.0584 1826.6017 2174.4145 1335.6371 1084.8251 1104.0415 1736.8671 1016.6936 1208.4656 1898.7335 1024.3848 958.8514 925.7229 1287.4084 884.7283 1713.821 1462.2624 1321.2361 930.2934 1013.1859 802.0169 1220.7655 1591.8595 764.352 782.4334 661.9513 731.455 629.5052 1342.2615 781.3653 612.9397 2731.1536 549.4181 666.7393 1136.5755 2514.3404 514.7575 509.2009 633.3865 493.1793 519.4321 640.8561 409.7435 490.1727 1300.3748 684.7368 513.207 335.7114 1215.0929 414.2129 265.8131 539.2068 277.8292 374.9594 283.0962 626.4449 143.8119 460.343 957.8631 0.0 766.2915 922.2503 1060.0433 183.1962 445.3883 340.8092 279.9512 580.8787 147.5644 1239.2804 349.6054 563.7838 336.4389 437.9359 2038.23 753.793 1428.3756 366.1231 271.7192 325.9914 3369.1667 574.0934 1827.2496 521.3653 588.5111 1090.7354 493.1867 813.8306 1097.1374 543.0773 649.9977 1589.1981 542.7116 3688.3332 607.9909 637.4209 669.5345 898.7331 741.7767 2103.0547 1908.7136 971.8765 840.968 759.2627 883.5252 751.8843 837.566 916.7784 3321.734 993.4424 1128.2178 2268.335 1460.1708 1169.1409 1144.8878 2757.6474 1273.1448 1085.7182 1561.3875 1695.5068 1353.6572 1508.2155 3185.3851 1777.0368 1563.0423 1959.3835 2850.8421 1680.2396 1711.4151 1968.9381
